,FAC_NAME,FAC_LAT,FAC_LONG,DFR_URL,ID_NUMBER,ACTIVITY_LOCATION,ENFORCEMENT_IDENTIFIER,ENFORCEMENT_TYPE,ENFORCEMENT_DESC,ENFORCEMENT_AGENCY,ENFORCEMENT_ACTION_DATE,PMP_AMOUNT,FMP_AMOUNT,FSC_AMOUNT,SCR_AMOUNT
1333,"SUNBEAM AUTOBODY ? ATLANTIC, INC.",30.31366400000001,-81.582837,http://echo.epa.gov/detailed-facility-report?fid=110054827372,FLD981470297,FL,115,FL115,DEP MEETING,S  ,10/11/2000,,,,
1334,"SUNBEAM AUTOBODY ? ATLANTIC, INC.",30.31366400000001,-81.582837,http://echo.epa.gov/detailed-facility-report?fid=110054827372,FLD981470297,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,12/08/2000,,8200.0,,
1335,"SUNBEAM AUTOBODY ? ATLANTIC, INC.",30.31366400000001,-81.582837,http://echo.epa.gov/detailed-facility-report?fid=110054827372,FLD981470297,FL,125,FL125,DEP WARNING LETTER,S  ,09/12/1986,,,,
1336,"SUNBEAM AUTOBODY ? ATLANTIC, INC.",30.31366400000001,-81.582837,http://echo.epa.gov/detailed-facility-report?fid=110054827372,FLD981470297,FL,125,FL125,DEP WARNING LETTER,S  ,08/15/2000,,,,
1337,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,125,FL125,DEP WARNING LETTER,S  ,07/21/2008,,,,
1338,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,06/20/2004,,4675.0,,
1339,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,03/11/2009,,1250.0,,
1340,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,125,FL125,DEP WARNING LETTER,S  ,03/04/2004,,,,
1341,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,115,FL115,DEP MEETING,S  ,03/11/2009,,,,
1342,UNIVERSAL PAPER PRODUCTS,30.329834,-81.683653,http://echo.epa.gov/detailed-facility-report?fid=110005273113,FLD982137309,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,07/19/2010,,,,
1343,GUSTAFSON S DAIRY INC,29.97362,-81.691038,http://echo.epa.gov/detailed-facility-report?fid=110007458394,FLD984228999,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,07/11/1997,,,,
1344,TRS,28.576564,-81.46856899999999,http://echo.epa.gov/detailed-facility-report?fid=110016725338,FLR000094672,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,12/03/2002,,,,
1345,SAIGON MARKET,30.287611,-81.64366700000002,http://echo.epa.gov/detailed-facility-report?fid=110016737209,FLR000098459,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,05/06/2003,,,,
1346,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,FL0000596866,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,05/12/2017,,,,
1347,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,FL0000596866,FL,115,FL115,DEP MEETING,S  ,11/29/2001,,,,
1348,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,FL0000596866,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,01/16/2002,,9000.0,,
1349,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,FL0000596866,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,03/09/2009,,,,
1350,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,FL0000596866,FL,125,FL125,DEP WARNING LETTER,S  ,08/20/2001,,,,
1351,CLAY COUNTY PUBLIC WORKS,29.992791999999998,-81.686628,http://echo.epa.gov/detailed-facility-report?fid=110002559437,FLD982094906,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,03/21/1997,,,,
1352,NEWMANS X RAY SUPPLY,29.595390000000002,-82.0873,http://echo.epa.gov/detailed-facility-report?fid=110007426455,FLD982114530,FL,125,FL125,DEP WARNING LETTER,S  ,04/07/1988,,,,
1353,ELIGIUS METAL WORKS,30.355368,-81.697409,http://echo.epa.gov/detailed-facility-report?fid=110005641047,FLR000029603,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,05/27/2010,,,,
1354,TAYLOR PETROLEUM CO INC,28.54747,-81.3958,http://echo.epa.gov/detailed-facility-report?fid=110005642395,FLR000032375,FL,125,FL125,DEP WARNING LETTER,S  ,06/23/1999,,,,
1355,TAYLOR PETROLEUM CO INC,28.54747,-81.3958,http://echo.epa.gov/detailed-facility-report?fid=110005642395,FLR000032375,FL,115,FL115,DEP MEETING,S  ,07/15/1999,,,,
1356,FLORIDA DEPARTMENT LAW ENFORCEMENT,30.33714,-81.66696999999998,http://echo.epa.gov/detailed-facility-report?fid=110012550266,FLR000082206,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,09/12/2011,,,,
1357,PERMA SHINE,29.649,-81.63941700000002,http://echo.epa.gov/detailed-facility-report?fid=110013294078,FLR000087601,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,02/05/2004,,,,
1358,MCDAVID TYPEWRITER COMPANY,29.681016999999997,-82.29503000000003,http://echo.epa.gov/detailed-facility-report?fid=110016730126,FLR000094003,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,04/09/2009,,,,
1359,SOUTHLAND CONSTRUCTION,28.6731,-81.51488,http://echo.epa.gov/detailed-facility-report?fid=110016733267,FLR000099093,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,02/23/2011,,,,
1360,XTREME AUTO COLLISION INC,28.540567,-81.397639,http://echo.epa.gov/detailed-facility-report?fid=110022528488,FLR000121194,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,08/19/2005,,,,
1361,RIGGINS ENGINEERING INC,30.320453000000004,-81.76836999999998,http://echo.epa.gov/detailed-facility-report?fid=110031353504,FLR000136671,FL,125,FL125,DEP WARNING LETTER,S  ,04/26/2007,,,,
1362,HUMIC GROWTH SOLUTIONS INC,29.976629,-81.67015500000002,http://echo.epa.gov/detailed-facility-report?fid=110002516876,FL0000081943,FL,125,FL125,DEP WARNING LETTER,S  ,12/13/2007,,,,
1363,HUMIC GROWTH SOLUTIONS INC,29.976629,-81.67015500000002,http://echo.epa.gov/detailed-facility-report?fid=110002516876,FL0000081943,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,10/01/1997,,,,
1364,HUMIC GROWTH SOLUTIONS INC,29.976629,-81.67015500000002,http://echo.epa.gov/detailed-facility-report?fid=110002516876,FL0000081943,FL,115,FL115,DEP MEETING,S  ,08/09/2000,,,,
1365,HUMIC GROWTH SOLUTIONS INC,29.976629,-81.67015500000002,http://echo.epa.gov/detailed-facility-report?fid=110002516876,FL0000081943,FL,125,FL125,DEP WARNING LETTER,S  ,07/31/2000,,,,
1366,HUMIC GROWTH SOLUTIONS INC,29.976629,-81.67015500000002,http://echo.epa.gov/detailed-facility-report?fid=110002516876,FL0000081943,FL,115,FL115,DEP MEETING,S  ,05/06/2008,,,,
1367,HUMIC GROWTH SOLUTIONS INC,29.976629,-81.67015500000002,http://echo.epa.gov/detailed-facility-report?fid=110002516876,FL0000081943,FL,315,FL315,DEP CONSENT ORDER,S  ,08/08/2008,,12130.0,,
1368,DIAMOND CLEANERS,28.471633,-81.411247,http://echo.epa.gov/detailed-facility-report?fid=110002532652,FLD053628913,FL,125,FL125,DEP WARNING LETTER,S  ,12/22/1986,,,,
1369,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,FLD065885931,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,02/18/2000,,,,
1370,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,FLD065885931,FL,125,FL125,DEP WARNING LETTER,S  ,12/08/1994,,,,
1371,VAC-CON,29.976784000000002,-81.673957,http://echo.epa.gov/detailed-facility-report?fid=110000875651,FLD981477664,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,08/05/2009,,,,
1372,VAC-CON,29.976784000000002,-81.673957,http://echo.epa.gov/detailed-facility-report?fid=110000875651,FLD981477664,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,07/15/2014,,,,
1373,VAC-CON,29.976784000000002,-81.673957,http://echo.epa.gov/detailed-facility-report?fid=110000875651,FLD981477664,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,07/09/2004,,,,
1374,VAC-CON,29.976784000000002,-81.673957,http://echo.epa.gov/detailed-facility-report?fid=110000875651,FLD981477664,FL,115,FL115,DEP MEETING,S  ,10/19/1995,,,,
1375,COLLINS AUTOMOTIVE,29.676977,-82.299258,http://echo.epa.gov/detailed-facility-report?fid=110002552069,FLD981865512,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,02/03/2010,,,,
1376,PUTNAM COUNTY DISTRICT SCHOOL BOARD TRANSPORTATION DEPT,29.65498,-81.640084,http://echo.epa.gov/detailed-facility-report?fid=110005594963,FLD984175307,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,07/27/2011,,,,
1377,BEECHLERS PRINTING,29.689490999999997,-82.32739699999998,http://echo.epa.gov/detailed-facility-report?fid=110005600215,FLD984189423,FL,125,FL125,DEP WARNING LETTER,S  ,01/14/1997,,,,
1378,BECK NISSAN,29.653159999999996,-81.65438,http://echo.epa.gov/detailed-facility-report?fid=110005615762,FLD984234740,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,06/07/2000,,,,
1379,CARLISLE CONTAINER MFG  CORP,29.982713,-81.655999,http://echo.epa.gov/detailed-facility-report?fid=110000361563,FLD984238907,FL,125,FL125,DEP WARNING LETTER,S  ,04/05/1995,,,,
1380,REDLINE AUTOMOTIVE,30.303720000000002,-81.63069,http://echo.epa.gov/detailed-facility-report?fid=110006358440,FLR000028621,FL,125,FL125,DEP WARNING LETTER,S  ,10/18/2004,,,,
1381,REDLINE AUTOMOTIVE,30.303720000000002,-81.63069,http://echo.epa.gov/detailed-facility-report?fid=110006358440,FLR000028621,FL,125,FL125,DEP WARNING LETTER,S  ,04/21/2004,,,,
1382,REDLINE AUTOMOTIVE,30.303720000000002,-81.63069,http://echo.epa.gov/detailed-facility-report?fid=110006358440,FLR000028621,FL,215,FL215,DEP NOTICE OF VIOLATION (NOV),S  ,11/24/2004,,,,
1383,REDLINE AUTOMOTIVE,30.303720000000002,-81.63069,http://echo.epa.gov/detailed-facility-report?fid=110006358440,FLR000028621,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,12/22/2004,,300.0,,
1384,RESOURCE TRUCK & PARTS,29.367690000000003,-82.191762,http://echo.epa.gov/detailed-facility-report?fid=110006158978,FLR000065391,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,05/05/2000,,,,
1385,CALLAWAY BARGE LINES INC,29.987078999999998,-81.659524,http://echo.epa.gov/detailed-facility-report?fid=110009078461,FLR000075887,FL,125,FL125,DEP WARNING LETTER,S  ,05/29/2001,,,,
1386,KENS PONY SHOP,28.541853000000003,-81.395453,http://echo.epa.gov/detailed-facility-report?fid=110016727201,FLR000094417,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,12/04/2002,,,,
1387,WAL-MART SUPERCENTER #3877,29.6619,-82.30074,http://echo.epa.gov/detailed-facility-report?fid=110032784413,FLR000146662,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,12/20/2012,,,,
1388,RAY'S TRUCK & BODY REPAIR INC,28.733118,-81.608712,http://echo.epa.gov/detailed-facility-report?fid=110063754076,FLR000214361,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,02/20/2015,,,,
1389,CENTER POINT TERMINAL COMPANY,30.35828,-81.62674,http://echo.epa.gov/detailed-facility-report?fid=110000361894,FLD000611905,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,09/08/2011,,,,
1390,JEFFERSON SMURFIT CORP,30.36445,-81.6282,http://echo.epa.gov/detailed-facility-report?fid=110000361901,FLD006328793,FL,125,FL125,DEP WARNING LETTER,S  ,12/15/1995,,,,
1391,AAMAC CORPORATION,29.659594,-82.330603,http://echo.epa.gov/detailed-facility-report?fid=110032985606,FLD096276878,FL,125,FL125,DEP WARNING LETTER,S  ,02/12/2008,,,,
1392,DIXIE AUTOMATIC CLEANERS INC,30.305422999999998,-81.63623100000002,http://echo.epa.gov/detailed-facility-report?fid=110002542641,FLD980846398,FL,125,FL125,DEP WARNING LETTER,S  ,06/20/1988,,,,
1393,BERMAN BROTHERS INC,30.351855,-81.64416999999997,http://echo.epa.gov/detailed-facility-report?fid=110009133810,FLD981753817,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,02/15/2016,,,,
1394,FIRST CLASS CLEANERS,28.545648,-81.396822,http://echo.epa.gov/detailed-facility-report?fid=110001750141,FLD984197962,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,10/26/1998,,,,
1395,BUCHHOLZ PAINT & AUTO BODY,29.676977,-82.299972,http://echo.epa.gov/detailed-facility-report?fid=110005605988,FLD984209171,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,06/26/2008,,,,
1396,BUCHHOLZ PAINT & AUTO BODY,29.676977,-82.299972,http://echo.epa.gov/detailed-facility-report?fid=110005605988,FLD984209171,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,01/25/1996,,,,
1397,MAZDA CITY OF ORANGE PARK,30.224059999999998,-81.73763000000002,http://echo.epa.gov/detailed-facility-report?fid=110044938039,FLD984231225,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,03/13/2012,,,,
1398,BARRYS CLEANERS,28.57938900000001,-81.42185,http://echo.epa.gov/detailed-facility-report?fid=110012548163,FLR000072652,FL,125,FL125,DEP WARNING LETTER,S  ,03/23/2001,,,,
1399,BARRYS CLEANERS,28.57938900000001,-81.42185,http://echo.epa.gov/detailed-facility-report?fid=110012548163,FLR000072652,FL,515,FL515,CIVIL ACTION FOR COMPLIANCE,S  ,06/26/2002,,,,
1400,BARRYS CLEANERS,28.57938900000001,-81.42185,http://echo.epa.gov/detailed-facility-report?fid=110012548163,FLR000072652,FL,415,FL415,DEP REFERRAL TO OGC,S  ,01/22/2002,,,,
1401,H&M COLLISION CENTER,30.331944,-81.708333,http://echo.epa.gov/detailed-facility-report?fid=110012548868,FLR000076455,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,01/21/2011,,,,
1402,H&M COLLISION CENTER,30.331944,-81.708333,http://echo.epa.gov/detailed-facility-report?fid=110012548868,FLR000076455,FL,125,FL125,DEP WARNING LETTER,S  ,06/20/2001,,,,
1403,GAB-FT LLC,28.812357000000002,-81.298713,http://echo.epa.gov/detailed-facility-report?fid=110031398967,FLR000128181,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,02/22/2007,,,,
1404,GAB-FT LLC,28.812357000000002,-81.298713,http://echo.epa.gov/detailed-facility-report?fid=110031398967,FLR000128181,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,03/09/2006,,,,
1405,THE SIGN DOCTOR GROUP CORP,28.610936,-81.41832600000002,http://echo.epa.gov/detailed-facility-report?fid=110040135396,FLR000161364,FL,115,FL115,DEP MEETING,S  ,03/10/2010,,,,
1406,THE SIGN DOCTOR GROUP CORP,28.610936,-81.41832600000002,http://echo.epa.gov/detailed-facility-report?fid=110040135396,FLR000161364,FL,125,FL125,DEP WARNING LETTER,S  ,11/06/2009,,,,
1407,ADRENALIN MOTOR SPORTS,28.66907,-81.51781,http://echo.epa.gov/detailed-facility-report?fid=110042432640,FLR000169904,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,11/08/2010,,,,
1408,RESPESS GRIMES ENGRAVING,30.334597,-81.652152,http://echo.epa.gov/detailed-facility-report?fid=110002525688,FLD004059457,FL,860,HQ860,ADMINISTRATIVE REFERRALS TO OTHER PROGRAMS,S  ,06/04/2009,,,,
1409,RESPESS GRIMES ENGRAVING,30.334597,-81.652152,http://echo.epa.gov/detailed-facility-report?fid=110002525688,FLD004059457,FL,615,FL615,JUDICIAL CONSENT DECREE,S  ,08/30/2004,,,,
1410,RESPESS GRIMES ENGRAVING,30.334597,-81.652152,http://echo.epa.gov/detailed-facility-report?fid=110002525688,FLD004059457,FL,315,FL315,DEP CONSENT ORDER,S  ,11/18/2010,,,,
1411,RESPESS GRIMES ENGRAVING,30.334597,-81.652152,http://echo.epa.gov/detailed-facility-report?fid=110002525688,FLD004059457,FL,515,FL515,CIVIL ACTION FOR COMPLIANCE,S  ,10/11/2001,,,,
1412,RESPESS GRIMES ENGRAVING,30.334597,-81.652152,http://echo.epa.gov/detailed-facility-report?fid=110002525688,FLD004059457,FL,415,FL415,DEP REFERRAL TO OGC,S  ,03/22/2001,,,,
1413,EXACT INC,30.32142,-81.73704000000002,http://echo.epa.gov/detailed-facility-report?fid=110064132317,FLD004074183,FL,125,FL125,DEP WARNING LETTER,S  ,05/12/1986,,,,
1414,CONTINENTAL IMPORTS,29.63960800000001,-82.32526800000002,http://echo.epa.gov/detailed-facility-report?fid=110002527427,FLD020969507,FL,125,FL125,DEP WARNING LETTER,S  ,04/27/1987,,,,
1415,CONTINENTAL IMPORTS,29.63960800000001,-82.32526800000002,http://echo.epa.gov/detailed-facility-report?fid=110002527427,FLD020969507,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,07/16/1997,,,,
1416,WASTE PRO,30.33012,-81.70355,http://echo.epa.gov/detailed-facility-report?fid=110002551079,FLD981859457,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,03/17/2015,,,,
1417,DAN BEARD PHOTOGRAPHY,30.307557,-81.745526,http://echo.epa.gov/detailed-facility-report?fid=110005589158,FLD982160251,FL,125,FL125,DEP WARNING LETTER,S  ,02/02/1988,,,,
1418,NUSTAR TERMINALS OPERATIONS PARTNERSHIP LP,30.375849,-81.638983,http://echo.epa.gov/detailed-facility-report?fid=110043667671,FLR000010843,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,02/07/2006,,,,
1419,NUSTAR TERMINALS OPERATIONS PARTNERSHIP LP,30.375849,-81.638983,http://echo.epa.gov/detailed-facility-report?fid=110043667671,FLR000010843,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,08/20/2010,,,,
1420,SPORT MITSUBISHI,28.552590000000002,-81.42335,http://echo.epa.gov/detailed-facility-report?fid=110005644204,FLR000035147,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,11/21/2014,,,,
1421,IVY STEEL & WIRE,30.35719000000001,-81.72299,http://echo.epa.gov/detailed-facility-report?fid=110005653667,FLR000051318,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,01/30/2002,,,,
1422,KIMS AUTO BODY SHOP,30.320833,-81.716933,http://echo.epa.gov/detailed-facility-report?fid=110012540410,FLR000070979,FL,125,FL125,DEP WARNING LETTER,S  ,02/19/2001,,,,
1423,PRECISION FLEET SERVICES INC,29.63875,-81.678722,http://echo.epa.gov/detailed-facility-report?fid=110013303479,FLR000087619,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,11/30/2011,,,,
1424,RAINBOW MUFFLER,30.302059999999997,-81.73085999999998,http://echo.epa.gov/detailed-facility-report?fid=110013301417,FLR000089771,FL,125,FL125,DEP WARNING LETTER,S  ,08/16/2002,,,,
1425,RAINBOW MUFFLER,30.302059999999997,-81.73085999999998,http://echo.epa.gov/detailed-facility-report?fid=110013301417,FLR000089771,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,06/15/2009,,,,
1426,THETA AMERICA GROUP LLC,28.72727,-81.60368000000003,http://echo.epa.gov/detailed-facility-report?fid=110069637101,FLR000220202,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,12/11/2018,,,,
1427,DIVINE INTERVENTION INC,30.3914,-81.68055,http://echo.epa.gov/detailed-facility-report?fid=110001411712,FLD010502466,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,06/14/2011,,,,
1428,DIVINE INTERVENTION INC,30.3914,-81.68055,http://echo.epa.gov/detailed-facility-report?fid=110001411712,FLD010502466,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,10/02/2012,,,,
1429,THE MINUTE MAID COMPANY,28.689887,-81.553641,http://echo.epa.gov/detailed-facility-report?fid=110027966459,FLD053393039,FL,125,FL125,DEP WARNING LETTER,S  ,02/26/1997,,,,
1430,SUN CERAMICS & GLASS LLC,28.505808000000002,-81.43441700000002,http://echo.epa.gov/detailed-facility-report?fid=110002538807,FLD098368566,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,06/21/2016,,,,
1431,IMPORT SALES CO,29.635997999999997,-82.326948,http://echo.epa.gov/detailed-facility-report?fid=110002538870,FLD098928427,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,02/19/1997,,,,
1432,FLORIDA ROCK & TANK LINES INC,30.37595,-81.64179399999998,http://echo.epa.gov/detailed-facility-report?fid=110002547218,FLD981746217,FL,125,FL125,DEP WARNING LETTER,S  ,10/22/1987,,,,
1433,BENNETT TRUCK EQUIPMENT - WASH RECYCLE SYSTEM,28.54710900000001,-81.423703,http://echo.epa.gov/detailed-facility-report?fid=110002547673,FLD981748015,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,02/04/2011,,,,
1434,SUNBELT METALS & MANUFACTURING,28.666333,-81.522689,http://echo.epa.gov/detailed-facility-report?fid=110005654121,FLR000052159,FL,125,FL125,DEP WARNING LETTER,S  ,01/11/2008,,,,
1435,SUNBELT METALS & MANUFACTURING,28.666333,-81.522689,http://echo.epa.gov/detailed-facility-report?fid=110005654121,FLR000052159,FL,115,FL115,DEP MEETING,S  ,02/25/2008,,,,
1436,SUNBELT METALS & MANUFACTURING,28.666333,-81.522689,http://echo.epa.gov/detailed-facility-report?fid=110005654121,FLR000052159,FL,315,FL315,DEP CONSENT ORDER,S  ,10/06/2008,,11960.0,,
1437,WEATHER ENGINEERS INC,30.321666999999998,-81.680278,http://echo.epa.gov/detailed-facility-report?fid=110005659395,FLR000061051,FL,125,FL125,DEP WARNING LETTER,S  ,02/14/2000,,,,
1438,ASTOR PRODUCTS,30.325,-81.73527800000002,http://echo.epa.gov/detailed-facility-report?fid=110002102750,FLR000073288,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,02/14/2001,,,,
1439,ALTERNATE ENERGY TECHNOLOGIES LLC,29.97952,-81.68003,http://echo.epa.gov/detailed-facility-report?fid=110045536050,FLR000179663,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,10/12/2012,,,,
1440,JEA,30.3649,-81.6253,http://echo.epa.gov/detailed-facility-report?fid=110000361929,FLD000814392,FL,125,FL125,DEP WARNING LETTER,S  ,08/02/1999,,,,
1441,JEA,30.3649,-81.6253,http://echo.epa.gov/detailed-facility-report?fid=110000361929,FLD000814392,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,07/15/2014,,,,
1442,JEA,30.3649,-81.6253,http://echo.epa.gov/detailed-facility-report?fid=110000361929,FLD000814392,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,04/21/2017,,,,
1443,JEA,30.3649,-81.6253,http://echo.epa.gov/detailed-facility-report?fid=110000361929,FLD000814392,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,01/28/1998,,,,
1444,JEA,30.3649,-81.6253,http://echo.epa.gov/detailed-facility-report?fid=110000361929,FLD000814392,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,10/09/2009,,,,
1445,JEA,30.3649,-81.6253,http://echo.epa.gov/detailed-facility-report?fid=110000361929,FLD000814392,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,08/22/2013,,,,
1446,JEA,30.3649,-81.6253,http://echo.epa.gov/detailed-facility-report?fid=110000361929,FLD000814392,FL,DRG,HQ340,FINAL 3008(H) I.S. CA ORDER,E  ,12/22/1997,,,,
1447,JEA,30.3649,-81.6253,http://echo.epa.gov/detailed-facility-report?fid=110000361929,FLD000814392,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,05/31/2000,,,,
1448,JEA,30.3649,-81.6253,http://echo.epa.gov/detailed-facility-report?fid=110000361929,FLD000814392,FL,125,FL125,DEP WARNING LETTER,S  ,06/18/1996,,,,
1449,JEA,30.3649,-81.6253,http://echo.epa.gov/detailed-facility-report?fid=110000361929,FLD000814392,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,11/20/2009,,,,
1450,JEA,30.3649,-81.6253,http://echo.epa.gov/detailed-facility-report?fid=110000361929,FLD000814392,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,09/17/2012,,,,
1451,FLORIDA ELECTRIC MOTOR SERVICE,28.52828,-81.38351999999998,http://echo.epa.gov/detailed-facility-report?fid=110002531528,FLD047962378,FL,115,FL115,DEP MEETING,S  ,04/27/1994,,,,
1452,FLORIDA ELECTRIC MOTOR SERVICE,28.52828,-81.38351999999998,http://echo.epa.gov/detailed-facility-report?fid=110002531528,FLD047962378,FL,115,FL115,DEP MEETING,S  ,04/14/1994,,,,
1453,FLORIDA ELECTRIC MOTOR SERVICE,28.52828,-81.38351999999998,http://echo.epa.gov/detailed-facility-report?fid=110002531528,FLD047962378,FL,125,FL125,DEP WARNING LETTER,S  ,02/23/1994,,,,
1454,FLORIDA ELECTRIC MOTOR SERVICE,28.52828,-81.38351999999998,http://echo.epa.gov/detailed-facility-report?fid=110002531528,FLD047962378,FL,315,FL315,DEP CONSENT ORDER,S  ,09/01/1994,,6950.0,,
1455,STUARTS CYCLE,29.666498999999998,-82.322541,http://echo.epa.gov/detailed-facility-report?fid=110002550114,FLD981855463,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,12/15/2011,,,,
1456,STAN MIZELL ENGINES INC,30.329957,-81.71443199999999,http://echo.epa.gov/detailed-facility-report?fid=110043979861,FLD982080475,FL,115,FL115,DEP MEETING,S  ,09/25/2008,,,,
1457,STAN MIZELL ENGINES INC,30.329957,-81.71443199999999,http://echo.epa.gov/detailed-facility-report?fid=110043979861,FLD982080475,FL,115,FL115,DEP MEETING,S  ,10/21/1993,,,,
1458,STAN MIZELL ENGINES INC,30.329957,-81.71443199999999,http://echo.epa.gov/detailed-facility-report?fid=110043979861,FLD982080475,FL,125,FL125,DEP WARNING LETTER,S  ,12/02/1992,,,,
1459,STAN MIZELL ENGINES INC,30.329957,-81.71443199999999,http://echo.epa.gov/detailed-facility-report?fid=110043979861,FLD982080475,FL,215,FL215,DEP NOTICE OF VIOLATION (NOV),S  ,11/01/1993,,,,
1460,STAN MIZELL ENGINES INC,30.329957,-81.71443199999999,http://echo.epa.gov/detailed-facility-report?fid=110043979861,FLD982080475,FL,125,FL125,DEP WARNING LETTER,S  ,08/03/1993,,,,
