,FAC_NAME,FAC_LAT,FAC_LONG,DFR_URL,ID_NUMBER,ACTIVITY_LOCATION,VIOLATION_TYPE,VIOLATION_TYPE_DESC,VIOL_DETERMINED_BY_AGENCY,DATE_VIOLATION_DETERMINED,ACTUAL_RTC_DATE,SCHEDULED_COMPLIANCE_DATE
2525,HYTEC DEALER SERVICES INC,28.506534000000002,-81.428485,http://echo.epa.gov/detailed-facility-report?fid=110017873960,FLR000108548,FL,262.A,Standards Applicable to Generators of HW: General,S  ,06/30/2004,08/09/2004,
2526,HYTEC DEALER SERVICES INC,28.506534000000002,-81.428485,http://echo.epa.gov/detailed-facility-report?fid=110017873960,FLR000108548,FL,261.A,ID and Listing of HW: General,S  ,06/30/2004,08/09/2004,
2527,HD SUPPLY CONSTRUCTION SUPPLY LTD #WC0234,30.33241,-81.74022,http://echo.epa.gov/detailed-facility-report?fid=110031331440,FLR000136036,FL,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,07/28/2011,07/28/2011,
2528,E-SCRAP,30.35342,-81.67912,http://echo.epa.gov/detailed-facility-report?fid=110032646634,FLR000139402,FL,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,08/05/2014,02/13/2017,
2529,E-SCRAP,30.35342,-81.67912,http://echo.epa.gov/detailed-facility-report?fid=110032646634,FLR000139402,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,08/05/2014,02/13/2017,
2530,E-SCRAP,30.35342,-81.67912,http://echo.epa.gov/detailed-facility-report?fid=110032646634,FLR000139402,FL,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,07/13/2012,09/28/2012,
2531,ARTCRAFT INDUSTRIES,28.807579999999998,-81.274194,http://echo.epa.gov/detailed-facility-report?fid=110044967505,FLR000150243,FL,262.A,Standards Applicable to Generators of HW: General,S  ,12/13/2011,08/02/2012,
2532,SALTER MARINE SPECIALIST INC,29.98494,-81.66481,http://echo.epa.gov/detailed-facility-report?fid=110039627197,FLR000168542,FL,279.C,Standards for Used Oil: Generators,S  ,08/10/2010,09/30/2010,
2533,SALTER MARINE SPECIALIST INC,29.98494,-81.66481,http://echo.epa.gov/detailed-facility-report?fid=110039627197,FLR000168542,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,08/10/2010,09/30/2010,
2534,AUDI OF JACKSONVILLE,30.21535,-81.737165,http://echo.epa.gov/detailed-facility-report?fid=110043768866,FLR000177204,FL,279.C,Standards for Used Oil: Generators,S  ,07/26/2011,07/26/2011,
2535,MITSUBISHI POWER SYSTEMS INC,28.461339000000002,-81.411111,http://echo.epa.gov/detailed-facility-report?fid=110000363151,FLD980838866,FL,265.A,Interim Status Standards for Owners and Operators of HW TSDs: General,S  ,01/19/2005,03/18/2005,
2536,MITSUBISHI POWER SYSTEMS INC,28.461339000000002,-81.411111,http://echo.epa.gov/detailed-facility-report?fid=110000363151,FLD980838866,FL,262.A,Standards Applicable to Generators of HW: General,S  ,05/15/2019,06/19/2019,
2537,MITSUBISHI POWER SYSTEMS INC,28.461339000000002,-81.411111,http://echo.epa.gov/detailed-facility-report?fid=110000363151,FLD980838866,FL,265.E,"Interim Status Standards for Owners and Operators of HW TSDs: Manifest System, Recordkeeping and Reporting",S  ,01/19/2005,03/18/2005,
2538,MITSUBISHI POWER SYSTEMS INC,28.461339000000002,-81.411111,http://echo.epa.gov/detailed-facility-report?fid=110000363151,FLD980838866,FL,279.C,Standards for Used Oil: Generators,S  ,05/15/2019,06/19/2019,
2539,U-HAUL JACKSONVILLE REPAIR SHOP,30.309993,-81.740542,http://echo.epa.gov/detailed-facility-report?fid=110002547824,FLD981749021,FL,279.C,Standards for Used Oil: Generators,S  ,10/30/2008,11/17/2008,
2540,U-HAUL JACKSONVILLE REPAIR SHOP,30.309993,-81.740542,http://echo.epa.gov/detailed-facility-report?fid=110002547824,FLD981749021,FL,261.A,ID and Listing of HW: General,S  ,10/30/2008,12/02/2008,
2541,U-HAUL JACKSONVILLE REPAIR SHOP,30.309993,-81.740542,http://echo.epa.gov/detailed-facility-report?fid=110002547824,FLD981749021,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,08/23/1996,11/18/1996,11/21/1996
2542,U-HAUL JACKSONVILLE REPAIR SHOP,30.309993,-81.740542,http://echo.epa.gov/detailed-facility-report?fid=110002547824,FLD981749021,FL,262.A,Standards Applicable to Generators of HW: General,S  ,10/30/2008,03/04/2009,
2543,U-HAUL JACKSONVILLE REPAIR SHOP,30.309993,-81.740542,http://echo.epa.gov/detailed-facility-report?fid=110002547824,FLD981749021,FL,268.A,Land Disposal Restrictions: General,S  ,08/23/1996,08/23/1996,11/21/1996
2544,U-HAUL JACKSONVILLE REPAIR SHOP,30.309993,-81.740542,http://echo.epa.gov/detailed-facility-report?fid=110002547824,FLD981749021,FL,265.C,Interim Status Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,08/23/1996,09/25/1996,11/21/1996
2545,U-HAUL JACKSONVILLE REPAIR SHOP,30.309993,-81.740542,http://echo.epa.gov/detailed-facility-report?fid=110002547824,FLD981749021,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,10/30/2008,11/17/2008,
2546,BAKER PRESS INC,28.577694,-81.426361,http://echo.epa.gov/detailed-facility-report?fid=110002549190,FLD981755630,FL,262.A,Standards Applicable to Generators of HW: General,S  ,09/24/1987,10/27/1987,
2547,CROWN PLATING INC,30.315401,-81.735423,http://echo.epa.gov/detailed-facility-report?fid=110017877350,FLR000108159,FL,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,11/18/2008,11/25/2008,
2548,CROWN PLATING INC,30.315401,-81.735423,http://echo.epa.gov/detailed-facility-report?fid=110017877350,FLR000108159,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,11/18/2008,12/15/2008,
2549,CROWN PLATING INC,30.315401,-81.735423,http://echo.epa.gov/detailed-facility-report?fid=110017877350,FLR000108159,FL,265.C,Interim Status Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,11/18/2008,12/19/2008,
2550,CROWN PLATING INC,30.315401,-81.735423,http://echo.epa.gov/detailed-facility-report?fid=110017877350,FLR000108159,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,11/18/2008,11/26/2008,
2551,CROWN PLATING INC,30.315401,-81.735423,http://echo.epa.gov/detailed-facility-report?fid=110017877350,FLR000108159,FL,265.C,Interim Status Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,11/18/2008,12/15/2008,
2552,PAR - A - DICE MOTOR SALES INC,30.248132000000002,-81.800528,http://echo.epa.gov/detailed-facility-report?fid=110017873522,FLR000108894,FL,279.C,Standards for Used Oil: Generators,S  ,05/20/2004,05/20/2004,
2553,FLORIDA SEPTIC TRUCK WASH,29.597056,-82.090972,http://echo.epa.gov/detailed-facility-report?fid=110035628782,FLR000147298,FL,279.C,Standards for Used Oil: Generators,S  ,05/21/2008,07/07/2008,
2554,FLORIDA SEPTIC TRUCK WASH,29.597056,-82.090972,http://echo.epa.gov/detailed-facility-report?fid=110035628782,FLR000147298,FL,261.A,ID and Listing of HW: General,S  ,05/21/2008,07/07/2008,
2555,FLORIDA SEPTIC TRUCK WASH,29.597056,-82.090972,http://echo.epa.gov/detailed-facility-report?fid=110035628782,FLR000147298,FL,262.A,Standards Applicable to Generators of HW: General,S  ,05/21/2008,07/07/2008,
2556,AUTOMOTIVE SUPER SPORTS COLLISION CENTER,29.679724,-82.294517,http://echo.epa.gov/detailed-facility-report?fid=110042181974,FLR000168211,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,07/15/2010,08/03/2010,
2557,AUTOMOTIVE SUPER SPORTS COLLISION CENTER,29.679724,-82.294517,http://echo.epa.gov/detailed-facility-report?fid=110042181974,FLR000168211,FL,279.C,Standards for Used Oil: Generators,S  ,07/15/2010,08/03/2010,
2558,AUTOMOTIVE SUPER SPORTS COLLISION CENTER,29.679724,-82.294517,http://echo.epa.gov/detailed-facility-report?fid=110042181974,FLR000168211,FL,261.A,ID and Listing of HW: General,S  ,07/15/2010,08/05/2010,
2559,GREEN COVE SPRINGS MARINA,29.982411,-81.649946,http://echo.epa.gov/detailed-facility-report?fid=110043986201,FLR000178152,FL,279.C,Standards for Used Oil: Generators,S  ,08/19/2011,08/19/2011,
2560,"OMEGA PARTNERS JACKSONVILLE, LLC",30.361301,-81.624599,http://echo.epa.gov/detailed-facility-report?fid=110002517429,FL0000118687,FL,279.E,Standards for Used Oil: Transporter and Transfer Facilities,S  ,03/02/2006,05/11/2006,
2561,"OMEGA PARTNERS JACKSONVILLE, LLC",30.361301,-81.624599,http://echo.epa.gov/detailed-facility-report?fid=110002517429,FL0000118687,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,03/02/2006,05/11/2006,
2562,MARJENHOFF TRANSMISSION,30.31547,-81.56066,http://echo.epa.gov/detailed-facility-report?fid=110002530887,FLD044110112,FL,279.C,Standards for Used Oil: Generators,S  ,01/19/2011,01/19/2011,
2563,TIRE KINGDOM #6191,30.32031,-81.67822,http://echo.epa.gov/detailed-facility-report?fid=110002563976,FLD982116154,FL,279.C,Standards for Used Oil: Generators,S  ,03/11/2016,03/18/2016,
2564,TIRE KINGDOM #6191,30.32031,-81.67822,http://echo.epa.gov/detailed-facility-report?fid=110002563976,FLD982116154,FL,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,03/11/2016,03/11/2016,
2565,FLORIDA COMMUNITY COLLEGE,30.334768,-81.659387,http://echo.epa.gov/detailed-facility-report?fid=110005275585,FLD982144628,FL,263.B,Standards Applicable to Transporters of HW: Compliance with the Manifest System and Recordkeeping,S  ,09/30/1992,12/22/1992,
2566,FLORIDA COMMUNITY COLLEGE,30.334768,-81.659387,http://echo.epa.gov/detailed-facility-report?fid=110005275585,FLD982144628,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,09/30/1992,12/22/1992,
2567,AMOCO SERVICE STATION #6182,28.55309500000001,-81.447693,http://echo.epa.gov/detailed-facility-report?fid=110005607414,FLD984212449,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,11/22/1993,05/04/1994,
2568,AMOCO SERVICE STATION #6182,28.55309500000001,-81.447693,http://echo.epa.gov/detailed-facility-report?fid=110005607414,FLD984212449,FL,265.C,Interim Status Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,11/22/1993,05/04/1994,
2569,AMOCO SERVICE STATION #6182,28.55309500000001,-81.447693,http://echo.epa.gov/detailed-facility-report?fid=110005607414,FLD984212449,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,11/22/1993,05/04/1994,
2570,2 MAN AUTO REPAIR INC,30.283965999999996,-81.650626,http://echo.epa.gov/detailed-facility-report?fid=110005617993,FLD984241927,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,09/21/2006,11/29/2006,
2571,ORANGE COUNTY ARTHROPOD CONTROL,28.487142,-81.4262,http://echo.epa.gov/detailed-facility-report?fid=110043631601,FLR000004564,FL,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,03/17/1995,03/08/1996,
2572,ORANGE COUNTY ARTHROPOD CONTROL,28.487142,-81.4262,http://echo.epa.gov/detailed-facility-report?fid=110043631601,FLR000004564,FL,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,03/17/1995,03/08/1996,04/24/1996
2573,PETROLEUM FUEL & TERMINAL COMPANY,30.323194,-81.63005600000002,http://echo.epa.gov/detailed-facility-report?fid=110035577694,FLR000061168,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,01/19/2000,06/13/2000,03/01/2000
2574,PETROLEUM FUEL & TERMINAL COMPANY,30.323194,-81.63005600000002,http://echo.epa.gov/detailed-facility-report?fid=110035577694,FLR000061168,FL,PCR,Violation of a permit condition or requirement,S  ,01/19/2000,06/13/2000,06/07/2000
2575,PETROLEUM FUEL & TERMINAL COMPANY,30.323194,-81.63005600000002,http://echo.epa.gov/detailed-facility-report?fid=110035577694,FLR000061168,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,01/19/2000,06/13/2000,06/07/2000
2576,PETROLEUM FUEL & TERMINAL COMPANY,30.323194,-81.63005600000002,http://echo.epa.gov/detailed-facility-report?fid=110035577694,FLR000061168,FL,PCR,Violation of a permit condition or requirement,S  ,01/19/2000,06/13/2000,03/01/2000
2577,AUGUST & ASSOCIATES INC SIGNS,30.3337,-81.601283,http://echo.epa.gov/detailed-facility-report?fid=110012583089,FLR000077446,FL,261.A,ID and Listing of HW: General,S  ,06/18/2001,06/29/2001,
2578,AUGUST & ASSOCIATES INC SIGNS,30.3337,-81.601283,http://echo.epa.gov/detailed-facility-report?fid=110012583089,FLR000077446,FL,262.A,Standards Applicable to Generators of HW: General,S  ,06/18/2001,06/18/2001,
2579,MID FLORIDA MATERIALS CONSTRUCTION AND DEMOLITION DEBRIS,28.740225,-81.580822,http://echo.epa.gov/detailed-facility-report?fid=110013300775,FLR000089896,FL,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,09/10/2015,10/02/2015,
2580,STYLORS INC,30.370216999999997,-81.65975,http://echo.epa.gov/detailed-facility-report?fid=110013371234,FLR000092999,FL,262.A,Standards Applicable to Generators of HW: General,S  ,09/27/2002,03/26/2003,
2581,NORTHERN FLORIDA TRANSPORTATION GROUP LLC,30.371990000000004,-81.65852,http://echo.epa.gov/detailed-facility-report?fid=110043536368,FLR000174029,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,03/03/2011,03/03/2011,
2582,NORTHERN FLORIDA TRANSPORTATION GROUP LLC,30.371990000000004,-81.65852,http://echo.epa.gov/detailed-facility-report?fid=110043536368,FLR000174029,FL,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,03/03/2011,03/03/2011,
2583,NORTHERN FLORIDA TRANSPORTATION GROUP LLC,30.371990000000004,-81.65852,http://echo.epa.gov/detailed-facility-report?fid=110043536368,FLR000174029,FL,279.C,Standards for Used Oil: Generators,S  ,03/03/2011,03/03/2011,
2584,SHODA PAINT AND BODY SHOP,30.35685,-81.73124,http://echo.epa.gov/detailed-facility-report?fid=110070630860,FLR000232843,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,09/17/2019,,
2585,SHODA PAINT AND BODY SHOP,30.35685,-81.73124,http://echo.epa.gov/detailed-facility-report?fid=110070630860,FLR000232843,FL,262.A,Standards Applicable to Generators of HW: General,S  ,09/17/2019,,
2586,SMITH PRODUCTS CO INC,29.640651000000002,-81.64107,http://echo.epa.gov/detailed-facility-report?fid=110008321468,FLD004055158,FL,261.A,ID and Listing of HW: General,S  ,03/24/2010,04/30/2010,
2587,SMITH PRODUCTS CO INC,29.640651000000002,-81.64107,http://echo.epa.gov/detailed-facility-report?fid=110008321468,FLD004055158,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,03/24/2010,04/30/2010,
2588,UNIQUE ELECTRONICS INC,28.516465000000004,-81.38579,http://echo.epa.gov/detailed-facility-report?fid=110002527294,FLD017285487,FL,262.A,Standards Applicable to Generators of HW: General,S  ,04/29/2002,10/25/2002,
2589,UNIQUE ELECTRONICS INC,28.516465000000004,-81.38579,http://echo.epa.gov/detailed-facility-report?fid=110002527294,FLD017285487,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/30/2004,11/12/2004,
2590,UNIQUE ELECTRONICS INC,28.516465000000004,-81.38579,http://echo.epa.gov/detailed-facility-report?fid=110002527294,FLD017285487,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,06/30/2004,11/12/2004,
2591,UNIQUE ELECTRONICS INC,28.516465000000004,-81.38579,http://echo.epa.gov/detailed-facility-report?fid=110002527294,FLD017285487,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,04/29/2002,10/25/2002,
2592,FINISHMASTER,29.674371,-82.301234,http://echo.epa.gov/detailed-facility-report?fid=110002530262,FLD040220949,FL,261.A,ID and Listing of HW: General,S  ,06/26/2008,07/10/2008,
2593,FINISHMASTER,29.674371,-82.301234,http://echo.epa.gov/detailed-facility-report?fid=110002530262,FLD040220949,FL,262.A,Standards Applicable to Generators of HW: General,S  ,06/26/2008,06/26/2008,
2594,ECONOSWEEP & MAINTENANCE SERVICES INC,30.32022700000001,-81.728894,http://echo.epa.gov/detailed-facility-report?fid=110002538816,FLD098371172,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,04/22/2008,01/22/2009,
2595,ECONOSWEEP & MAINTENANCE SERVICES INC,30.32022700000001,-81.728894,http://echo.epa.gov/detailed-facility-report?fid=110002538816,FLD098371172,FL,279.C,Standards for Used Oil: Generators,S  ,10/22/2009,12/16/2009,
2596,ECONOSWEEP & MAINTENANCE SERVICES INC,30.32022700000001,-81.728894,http://echo.epa.gov/detailed-facility-report?fid=110002538816,FLD098371172,FL,279.C,Standards for Used Oil: Generators,S  ,04/22/2008,01/22/2009,
2597,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,265.A,Interim Status Standards for Owners and Operators of HW TSDs: General,S  ,03/06/1996,10/14/1996,05/31/1996
2598,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,265.N,Interim Status Standards for Owners and Operators of HW TSDs: Landfills,S  ,03/06/1996,10/14/1996,04/22/1996
2599,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,265.A,Interim Status Standards for Owners and Operators of HW TSDs: General,S  ,03/06/1996,10/14/1996,11/15/1996
2600,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,03/06/1996,10/14/1996,11/15/1996
2601,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,262.A,Standards Applicable to Generators of HW: General,S  ,03/06/1996,10/14/1996,04/22/1996
2602,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/06/1996,10/14/1996,
2603,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,262.A,Standards Applicable to Generators of HW: General,S  ,03/06/1996,10/14/1996,
2604,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,265.A,Interim Status Standards for Owners and Operators of HW TSDs: General,S  ,03/06/1996,10/14/1996,06/14/1996
2605,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/06/1996,10/14/1996,11/15/1996
2606,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,265.N,Interim Status Standards for Owners and Operators of HW TSDs: Landfills,S  ,03/06/1996,10/14/1996,07/01/1997
2607,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,262.A,Standards Applicable to Generators of HW: General,S  ,03/06/1996,10/14/1996,05/31/1996
2608,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,265.N,Interim Status Standards for Owners and Operators of HW TSDs: Landfills,S  ,03/06/1996,10/14/1996,11/15/1996
2609,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,262.A,Standards Applicable to Generators of HW: General,S  ,03/06/1996,10/14/1996,11/15/1996
2610,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,262.A,Standards Applicable to Generators of HW: General,S  ,03/06/1996,10/14/1996,07/01/1997
2611,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/06/1996,10/14/1996,04/22/1996
2612,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,03/06/1996,10/14/1996,05/31/1996
2613,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,03/06/1996,10/14/1996,
2614,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,265.A,Interim Status Standards for Owners and Operators of HW TSDs: General,S  ,03/06/1996,10/14/1996,04/22/1996
2615,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/06/1996,10/14/1996,06/14/1996
2616,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,03/06/1996,10/14/1996,07/01/1997
2617,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,262.A,Standards Applicable to Generators of HW: General,S  ,03/06/1996,10/14/1996,06/14/1996
2618,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,265.A,Interim Status Standards for Owners and Operators of HW TSDs: General,S  ,03/06/1996,10/14/1996,
2619,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/06/1996,10/14/1996,05/31/1996
2620,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,265.N,Interim Status Standards for Owners and Operators of HW TSDs: Landfills,S  ,03/06/1996,10/14/1996,06/14/1996
2621,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,265.A,Interim Status Standards for Owners and Operators of HW TSDs: General,S  ,03/06/1996,10/14/1996,07/01/1997
2622,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,03/06/1996,10/14/1996,04/22/1996
2623,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,03/06/1996,10/14/1996,06/14/1996
2624,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,265.N,Interim Status Standards for Owners and Operators of HW TSDs: Landfills,S  ,03/06/1996,10/14/1996,05/31/1996
2625,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,265.N,Interim Status Standards for Owners and Operators of HW TSDs: Landfills,S  ,03/06/1996,10/14/1996,
2626,RIDERS PLATING SHOP,28.541608,-81.40821700000002,http://echo.epa.gov/detailed-facility-report?fid=110002549458,FLD981756620,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/06/1996,10/14/1996,07/01/1997
2627,G T MOTORCARS INC,29.637359999999997,-82.325541,http://echo.epa.gov/detailed-facility-report?fid=110002553317,FLD981920036,FL,261.A,ID and Listing of HW: General,S  ,02/09/2010,04/06/2010,
2628,FLORIDA HRS TUBERCULOSIS CONTROL,30.337981,-81.65910799999997,http://echo.epa.gov/detailed-facility-report?fid=110005584698,FLD982122699,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,03/26/1999,09/17/1999,
2629,FLORIDA HRS TUBERCULOSIS CONTROL,30.337981,-81.65910799999997,http://echo.epa.gov/detailed-facility-report?fid=110005584698,FLD982122699,FL,265.N,Interim Status Standards for Owners and Operators of HW TSDs: Landfills,S  ,03/26/1999,09/17/1999,
2630,FLORIDA HRS TUBERCULOSIS CONTROL,30.337981,-81.65910799999997,http://echo.epa.gov/detailed-facility-report?fid=110005584698,FLD982122699,FL,262.A,Standards Applicable to Generators of HW: General,S  ,03/26/1999,10/26/1999,
2631,FLORIDA HRS TUBERCULOSIS CONTROL,30.337981,-81.65910799999997,http://echo.epa.gov/detailed-facility-report?fid=110005584698,FLD982122699,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/26/1999,09/17/1999,
2632,FLORIDA HRS TUBERCULOSIS CONTROL,30.337981,-81.65910799999997,http://echo.epa.gov/detailed-facility-report?fid=110005584698,FLD982122699,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/26/1999,09/29/1999,
2633,FLORIDA HRS TUBERCULOSIS CONTROL,30.337981,-81.65910799999997,http://echo.epa.gov/detailed-facility-report?fid=110005584698,FLD982122699,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,03/26/1999,04/09/1999,
2634,FLORIDA HRS TUBERCULOSIS CONTROL,30.337981,-81.65910799999997,http://echo.epa.gov/detailed-facility-report?fid=110005584698,FLD982122699,FL,265.P,Interim Status Standards for Owners and Operators of HW TSDs: Thermal Treatment,S  ,03/26/1999,07/27/1999,
2635,FLORIDA HRS TUBERCULOSIS CONTROL,30.337981,-81.65910799999997,http://echo.epa.gov/detailed-facility-report?fid=110005584698,FLD982122699,FL,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,03/26/1999,08/03/1999,
