,FAC_NAME,FAC_LAT,FAC_LONG,DFR_URL,ID_NUMBER,ACTIVITY_LOCATION,EVALUATION_IDENTIFIER,EVALUATION_TYPE,EVALUATION_DESC,EVALUATION_AGENCY,EVALUATION_START_DATE,FOUND_VIOLATION
4428,ACTION AUTO WORKS,29.675306,-82.299503,http://echo.epa.gov/detailed-facility-report?fid=110017621821,FLR000106369,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/04/2004,Y  
4429,EQUIPTEC CORP,28.648094,-81.465455,http://echo.epa.gov/detailed-facility-report?fid=110041663633,FLR000164798,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/08/2010,N  
4430,KIA OF ORANGE PARK,30.23407000000001,-81.7393,http://echo.epa.gov/detailed-facility-report?fid=110042404662,FLR000170381,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/12/2010,Y  
4431,CLAY ELECTRIC COOPERATIVE INC,29.6505,-81.67295,http://echo.epa.gov/detailed-facility-report?fid=110046232108,FLR000189035,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/22/2012,N  
4432,ADVANTAGE MEDICAL SYSTEMS LLC,28.8228,-81.32679,http://echo.epa.gov/detailed-facility-report?fid=110046392122,FLR000192773,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/20/2012,N  
4433,HASKELL MARINE,30.314759999999996,-81.57919,http://echo.epa.gov/detailed-facility-report?fid=110054828549,FLR000195693,FL,CAV,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,10/24/2012,N  
4434,HASKELL MARINE,30.314759999999996,-81.57919,http://echo.epa.gov/detailed-facility-report?fid=110054828549,FLR000195693,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/04/2013,Y  
4435,HASKELL MARINE,30.314759999999996,-81.57919,http://echo.epa.gov/detailed-facility-report?fid=110054828549,FLR000195693,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/22/2013,Y  
4436,LEWIS OIL CO INC,29.645813,-82.317546,http://echo.epa.gov/detailed-facility-report?fid=110064131746,FLD000611889,FL,SNY,SNY,SIGNIFICANT NON-COMPLIER,S  ,09/25/2012,Y  
4437,LEWIS OIL CO INC,29.645813,-82.317546,http://echo.epa.gov/detailed-facility-report?fid=110064131746,FLD000611889,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/13/2012,Y  
4438,LEWIS OIL CO INC,29.645813,-82.317546,http://echo.epa.gov/detailed-facility-report?fid=110064131746,FLD000611889,FL,SNN,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,04/05/2013,N  
4439,DUVAL SEPTIC TANK CO INC,30.3926,-81.730414,http://echo.epa.gov/detailed-facility-report?fid=110002525660,FLD004057790,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/11/1992,Y  
4440,DUVAL SEPTIC TANK CO INC,30.3926,-81.730414,http://echo.epa.gov/detailed-facility-report?fid=110002525660,FLD004057790,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/06/1992,N  
4441,APPERSON CHEMICALS INC,30.330931,-81.70216500000002,http://echo.epa.gov/detailed-facility-report?fid=110002102616,FLD004079380,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/30/1986,N  
4442,SEVERT TRUCKING INC,30.329064000000002,-81.721649,http://echo.epa.gov/detailed-facility-report?fid=110002527374,FLD019733427,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/02/2010,Y  
4443,SEVERT TRUCKING INC,30.329064000000002,-81.721649,http://echo.epa.gov/detailed-facility-report?fid=110002527374,FLD019733427,FL,FUI,FUI,FOLLOW-UP INSPECTION,S  ,05/02/2011,N  
4444,HARFRED AUTO IMPORTS,29.652432,-82.320433,http://echo.epa.gov/detailed-facility-report?fid=110002532135,FLD050772862,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/24/1987,Y  
4445,FIELDS CADILLAC,30.201744,-81.73822,http://echo.epa.gov/detailed-facility-report?fid=110002538362,FLD095552873,FL,SNN,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,05/05/2010,N  
4446,FIELDS CADILLAC,30.201744,-81.73822,http://echo.epa.gov/detailed-facility-report?fid=110002538362,FLD095552873,FL,SNY,SNY,SIGNIFICANT NON-COMPLIER,S  ,11/20/2009,Y  
4447,FIELDS CADILLAC,30.201744,-81.73822,http://echo.epa.gov/detailed-facility-report?fid=110002538362,FLD095552873,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/26/2009,Y  
4448,FIELDS CADILLAC,30.201744,-81.73822,http://echo.epa.gov/detailed-facility-report?fid=110002538362,FLD095552873,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/23/2010,Y  
4449,FIELDS CADILLAC,30.201744,-81.73822,http://echo.epa.gov/detailed-facility-report?fid=110002538362,FLD095552873,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/29/2015,N  
4450,HIGHWAY VALETS INC,28.816805,-81.33114300000003,http://echo.epa.gov/detailed-facility-report?fid=110043667476,FLD106496318,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/08/1988,Y  
4451,HIGHWAY VALETS INC,28.816805,-81.33114300000003,http://echo.epa.gov/detailed-facility-report?fid=110043667476,FLD106496318,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/03/1986,Y  
4452,JOHN BEAN TECHNOLOGIES CORP,28.460744000000002,-81.41758,http://echo.epa.gov/detailed-facility-report?fid=110000363124,FLD980729016,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/20/2013,Y  
4453,JOHN BEAN TECHNOLOGIES CORP,28.460744000000002,-81.41758,http://echo.epa.gov/detailed-facility-report?fid=110000363124,FLD980729016,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/20/2004,N  
4454,JOHN BEAN TECHNOLOGIES CORP,28.460744000000002,-81.41758,http://echo.epa.gov/detailed-facility-report?fid=110000363124,FLD980729016,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/26/2001,N  
4455,JOHN BEAN TECHNOLOGIES CORP,28.460744000000002,-81.41758,http://echo.epa.gov/detailed-facility-report?fid=110000363124,FLD980729016,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/25/2009,N  
4456,JOHN BEAN TECHNOLOGIES CORP,28.460744000000002,-81.41758,http://echo.epa.gov/detailed-facility-report?fid=110000363124,FLD980729016,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/03/1995,N  
4457,JOHN BEAN TECHNOLOGIES CORP,28.460744000000002,-81.41758,http://echo.epa.gov/detailed-facility-report?fid=110000363124,FLD980729016,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/20/1988,N  
4458,JOHN BEAN TECHNOLOGIES CORP,28.460744000000002,-81.41758,http://echo.epa.gov/detailed-facility-report?fid=110000363124,FLD980729016,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/06/1994,Y  
4459,JOHN BEAN TECHNOLOGIES CORP,28.460744000000002,-81.41758,http://echo.epa.gov/detailed-facility-report?fid=110000363124,FLD980729016,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/30/2018,Y  
4460,"SUNBEAM AUTOBODY ? ATLANTIC, INC.",30.31366400000001,-81.582837,http://echo.epa.gov/detailed-facility-report?fid=110054827372,FLD981470297,FL,CSE,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,06/08/2000,N  
4461,"SUNBEAM AUTOBODY ? ATLANTIC, INC.",30.31366400000001,-81.582837,http://echo.epa.gov/detailed-facility-report?fid=110054827372,FLD981470297,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/31/2000,Y  
4462,"SUNBEAM AUTOBODY ? ATLANTIC, INC.",30.31366400000001,-81.582837,http://echo.epa.gov/detailed-facility-report?fid=110054827372,FLD981470297,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/20/2000,N  
4463,"SUNBEAM AUTOBODY ? ATLANTIC, INC.",30.31366400000001,-81.582837,http://echo.epa.gov/detailed-facility-report?fid=110054827372,FLD981470297,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/06/1986,Y  
4464,"SUNBEAM AUTOBODY ? ATLANTIC, INC.",30.31366400000001,-81.582837,http://echo.epa.gov/detailed-facility-report?fid=110054827372,FLD981470297,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/15/1986,N  
4465,"SUNBEAM AUTOBODY ? ATLANTIC, INC.",30.31366400000001,-81.582837,http://echo.epa.gov/detailed-facility-report?fid=110054827372,FLD981470297,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/07/2002,N  
4466,"SUNBEAM AUTOBODY ? ATLANTIC, INC.",30.31366400000001,-81.582837,http://echo.epa.gov/detailed-facility-report?fid=110054827372,FLD981470297,FL,SNN,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,09/20/2000,N  
4467,"SUNBEAM AUTOBODY ? ATLANTIC, INC.",30.31366400000001,-81.582837,http://echo.epa.gov/detailed-facility-report?fid=110054827372,FLD981470297,FL,SNY,SNY,SIGNIFICANT NON-COMPLIER,S  ,08/15/2000,N  
4468,"SUNBEAM AUTOBODY ? ATLANTIC, INC.",30.31366400000001,-81.582837,http://echo.epa.gov/detailed-facility-report?fid=110054827372,FLD981470297,FL,CAV,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,12/19/2012,N  
4469,"SUNBEAM AUTOBODY ? ATLANTIC, INC.",30.31366400000001,-81.582837,http://echo.epa.gov/detailed-facility-report?fid=110054827372,FLD981470297,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/21/2019,Y  
4470,ALL PEOPLE INTERNATIONAL CHURCH INC,30.365871000000002,-81.60042800000002,http://echo.epa.gov/detailed-facility-report?fid=110002551097,FLD981859507,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/09/2007,N  
4471,ALL PEOPLE INTERNATIONAL CHURCH INC,30.365871000000002,-81.60042800000002,http://echo.epa.gov/detailed-facility-report?fid=110002551097,FLD981859507,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/04/1991,N  
4472,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/26/2009,N  
4473,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,SNN,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,03/11/2009,N  
4474,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/10/2007,N  
4475,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/22/1988,N  
4476,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,SNN,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,06/20/2004,N  
4477,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/09/2008,Y  
4478,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/05/2007,Y  
4479,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,CAV,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,06/10/1999,N  
4480,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/08/2009,N  
4481,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/23/2007,N  
4482,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,SNY,SNY,SIGNIFICANT NON-COMPLIER,S  ,01/09/2008,N  
4483,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/09/2004,Y  
4484,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2004,N  
4485,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/20/2004,N  
4486,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/27/2004,N  
4487,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,SNY,SNY,SIGNIFICANT NON-COMPLIER,S  ,03/04/2004,N  
4488,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/25/2004,N  
4489,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/31/2004,N  
4490,TOWN & COUNTRY CLEANERS,30.167067,-81.700509,http://echo.epa.gov/detailed-facility-report?fid=110001414595,FLD982087850,FL,CSE,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,10/17/2007,N  
4491,WHITE SIGN COMPANY LLC,28.813002,-81.273769,http://echo.epa.gov/detailed-facility-report?fid=110045965915,FLD982093445,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/27/2012,Y  
4492,WHITE SIGN COMPANY LLC,28.813002,-81.273769,http://echo.epa.gov/detailed-facility-report?fid=110045965915,FLD982093445,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/22/2012,N  
4493,UNIVERSAL PAPER PRODUCTS,30.329834,-81.683653,http://echo.epa.gov/detailed-facility-report?fid=110005273113,FLD982137309,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/10/2010,Y  
4494,FIRST COAST ENERGY #1068,30.314059999999998,-81.75149,http://echo.epa.gov/detailed-facility-report?fid=110035694166,FLD984179945,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/13/1998,N  
4495,GUSTAFSON S DAIRY INC,29.97362,-81.691038,http://echo.epa.gov/detailed-facility-report?fid=110007458394,FLD984228999,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/11/1997,Y  
4496,GUSTAFSON S DAIRY INC,29.97362,-81.691038,http://echo.epa.gov/detailed-facility-report?fid=110007458394,FLD984228999,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/29/1997,N  
4497,ENVIRONMENTAL TRANS SERVICES,30.350801,-81.73476099999998,http://echo.epa.gov/detailed-facility-report?fid=110005621416,FLD984248963,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/11/1998,N  
4498,ENVIRONMENTAL TRANS SERVICES,30.350801,-81.73476099999998,http://echo.epa.gov/detailed-facility-report?fid=110005621416,FLD984248963,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/11/1993,N  
4499,AADCORP RECOVERY INC,28.533611999999998,-81.38287,http://echo.epa.gov/detailed-facility-report?fid=110007471583,FLR000014225,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/16/1996,Y  
4500,EMORY MANUFACTURING CORP,30.344439,-81.628411,http://echo.epa.gov/detailed-facility-report?fid=110005642000,FLR000031385,FL,CAV,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,05/14/1997,N  
4501,ADAMS PROPERTY,28.531111,-81.403611,http://echo.epa.gov/detailed-facility-report?fid=110005661159,FLR000064451,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/21/2010,N  
4502,ADAMS PROPERTY,28.531111,-81.403611,http://echo.epa.gov/detailed-facility-report?fid=110005661159,FLR000064451,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/16/2000,Y  
4503,TRS,28.576564,-81.46856899999999,http://echo.epa.gov/detailed-facility-report?fid=110016725338,FLR000094672,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/18/2002,Y  
4504,SAIGON MARKET,30.287611,-81.64366700000002,http://echo.epa.gov/detailed-facility-report?fid=110016737209,FLR000098459,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/08/2003,N  
4505,SAIGON MARKET,30.287611,-81.64366700000002,http://echo.epa.gov/detailed-facility-report?fid=110016737209,FLR000098459,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/06/2003,Y  
4506,NAS - LEE FIELD,29.979978999999997,-81.66073100000001,http://echo.epa.gov/detailed-facility-report?fid=110016743390,FLR000104265,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/19/2011,N  
4507,TIRE KINGDOM #6204,30.134856,-81.70173299999998,http://echo.epa.gov/detailed-facility-report?fid=110017622508,FLR000106203,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/17/2010,N  
4508,METALEX TECH INC,28.797275,-81.294202,http://echo.epa.gov/detailed-facility-report?fid=110037383747,FLR000150235,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/01/2008,N  
4509,COUNTRY CLEANERS,28.531431,-81.417419,http://echo.epa.gov/detailed-facility-report?fid=110002514912,FL0000002105,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/27/1996,N  
4510,AMERICAN ENVIRONMENTAL SERVICE,30.323444,-81.74375,http://echo.epa.gov/detailed-facility-report?fid=110000880191,FL0000041723,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/21/1993,N  
4511,OVERDRIVE AUTOMOTIVE AND HYDRAULICS,29.680721999999996,-82.296042,http://echo.epa.gov/detailed-facility-report?fid=110002518954,FL0000359760,FL,CAV,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,01/11/2012,N  
4512,OVERDRIVE AUTOMOTIVE AND HYDRAULICS,29.680721999999996,-82.296042,http://echo.epa.gov/detailed-facility-report?fid=110002518954,FL0000359760,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/11/1997,N  
4513,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,FL0000596866,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/14/2013,Y  
4514,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,FL0000596866,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/06/2008,Y  
4515,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,FL0000596866,FL,SNY,SNY,SIGNIFICANT NON-COMPLIER,S  ,08/20/2001,N  
4516,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,FL0000596866,FL,CSE,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,07/10/2001,N  
4517,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,FL0000596866,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/13/2001,N  
4518,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,FL0000596866,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/10/2001,N  
4519,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,FL0000596866,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/20/2001,N  
4520,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,FL0000596866,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/22/2001,N  
4521,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,FL0000596866,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/14/2001,N  
4522,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,FL0000596866,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/31/2001,Y  
4523,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,FL0000596866,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/31/2001,N  
4524,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,FL0000596866,FL,SNN,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,12/13/2001,N  
4525,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,FL0000596866,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/28/2017,N  
4526,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,FL0000596866,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/28/2017,Y  
4527,DUPLEX PRODUCTS INC,30.326753000000004,-81.75093199999998,http://echo.epa.gov/detailed-facility-report?fid=110002530002,FLD038490587,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/12/2007,N  
4528,AIR COMPRESSOR EQUIP INC,30.321732,-81.678441,http://echo.epa.gov/detailed-facility-report?fid=110009131420,FLD981757347,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/23/1986,N  
4529,PULIDO BROTHERS INC,30.321089,-81.680268,http://echo.epa.gov/detailed-facility-report?fid=110002551159,FLD981859630,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/17/2007,N  
4530,COMPUTER TRADERS OF JAX,30.327946999999998,-81.602932,http://echo.epa.gov/detailed-facility-report?fid=110002552345,FLD981866379,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/10/1994,N  
4531,COMPUTER TRADERS OF JAX,30.327946999999998,-81.602932,http://echo.epa.gov/detailed-facility-report?fid=110002552345,FLD981866379,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/22/2011,N  
4532,MARTINS COLLISION CENTER INC,28.788983,-81.29534699999998,http://echo.epa.gov/detailed-facility-report?fid=110002554888,FLD981926801,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/09/1992,N  
4533,MARTINS COLLISION CENTER INC,28.788983,-81.29534699999998,http://echo.epa.gov/detailed-facility-report?fid=110002554888,FLD981926801,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/14/1987,N  
4534,CLAY COUNTY PUBLIC WORKS,29.992791999999998,-81.686628,http://echo.epa.gov/detailed-facility-report?fid=110002559437,FLD982094906,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/21/1997,Y  
4535,CLAY COUNTY PUBLIC WORKS,29.992791999999998,-81.686628,http://echo.epa.gov/detailed-facility-report?fid=110002559437,FLD982094906,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/29/1997,N  
4536,CLAY COUNTY PUBLIC WORKS,29.992791999999998,-81.686628,http://echo.epa.gov/detailed-facility-report?fid=110002559437,FLD982094906,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/07/1991,N  
4537,CLAY COUNTY PUBLIC WORKS,29.992791999999998,-81.686628,http://echo.epa.gov/detailed-facility-report?fid=110002559437,FLD982094906,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/13/1991,Y  
4538,CLAY COUNTY PUBLIC WORKS,29.992791999999998,-81.686628,http://echo.epa.gov/detailed-facility-report?fid=110002559437,FLD982094906,FL,CAV,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,01/14/2013,N  
4539,ALLEN MOTORS INC,30.312926,-81.581429,http://echo.epa.gov/detailed-facility-report?fid=110002560489,FLD982099988,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/15/2007,N  
4540,JOHN STONE SUPPLY,30.323273999999998,-81.68001600000002,http://echo.epa.gov/detailed-facility-report?fid=110002562094,FLD982106593,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/13/1986,N  
4541,NEWMANS X RAY SUPPLY,29.595390000000002,-82.0873,http://echo.epa.gov/detailed-facility-report?fid=110007426455,FLD982114530,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/16/1988,Y  
4542,NEWMANS X RAY SUPPLY,29.595390000000002,-82.0873,http://echo.epa.gov/detailed-facility-report?fid=110007426455,FLD982114530,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/16/1988,N  
4543,NEWMANS X RAY SUPPLY,29.595390000000002,-82.0873,http://echo.epa.gov/detailed-facility-report?fid=110007426455,FLD982114530,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/20/1988,N  
4544,CENTURION LEASING CO.,30.354865000000004,-81.715001,http://echo.epa.gov/detailed-facility-report?fid=110005272873,FLD982136491,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/23/2004,N  
