,FAC_NAME,FAC_LAT,FAC_LONG,DFR_URL,PWSID,PWS_NAME,CITY_SERVED,STATE,STATE_NAME,PWS_TYPE_CODE,PWS_TYPE_SHORT,SOURCE_WATER,PWS_SIZE,POPULATION_SERVED_COUNT,FISCAL_YEAR,VIOLATION_NAME,VIOLATION_ID,RULE_NAME,BEGIN_YEAR,END_YEAR,RTC_YEAR,ACUTE_HEALTH_BASED,HEALTH_BASED,MONITORING_REPORTING,PUBLIC_NOTIF_OTHER
248,"YUKON INDUSTRIES, LTD.",30.233340000000002,-81.700313,http://echo.epa.gov/detailed-facility-report?fid=110006778852,FL2160601,"YUKON INDUSTRIES, LTD.",JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,43,2018,"Monitoring, Routine (RTCR)",20180009091,RTCR,2018,2018.0,2018.0,N,N,Y,N
249,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2015,Failure to Conduct Assessment Monitoring,20150005283,GWR,2015,2015.0,,N,N,Y,N
250,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2015,CCR Complete Failure to Report,20150004207,CCR,2015,,,N,N,N,Y
251,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2012,Follow-up Or Routine LCR Tap M/R,20110004225,LCR,2011,,2013.0,N,N,Y,N
252,BRIGHTWOOD MANOR MHP,28.75737,-81.52559000000002,http://echo.epa.gov/detailed-facility-report?fid=110012913311,FL3480114,BRIGHTWOOD MANOR MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,420,2019,CCR Complete Failure to Report,20050000329,CCR,2004,,,N,N,N,Y
253,ZELLWOOD STATION WWTF,28.713272999999997,-81.58319300000002,http://echo.epa.gov/detailed-facility-report?fid=110012912633,FL3481506,ZELLWOOD STATION (CONSEC),ZELLWOOD,FL,Florida,CWS,Community,GW,Small,2571,2018,"Monitoring, Routine (RTCR)",20180003864,RTCR,2018,2018.0,2018.0,N,N,Y,N
254,ZELLWOOD STATION WWTF,28.713272999999997,-81.58319300000002,http://echo.epa.gov/detailed-facility-report?fid=110012912633,FL3481506,ZELLWOOD STATION (CONSEC),ZELLWOOD,FL,Florida,CWS,Community,GW,Small,2571,2018,Follow-up Or Routine LCR Tap M/R,20070007134,LCR,2007,,,N,N,Y,N
255,ZELLWOOD WATER USERS INC. (2 WPS),28.731023999999998,-81.60426,http://echo.epa.gov/detailed-facility-report?fid=110012912651,FL3481507,ZELLWOOD WATER USERS INC. (2 WPS),ZELLWOOD,FL,Florida,CWS,Community,GW,Small,1257,2018,Follow-up Or Routine LCR Tap M/R,20180012405,LCR,2016,,,N,N,Y,N
256,"YUKON INDUSTRIES, LTD.",30.233340000000002,-81.700313,http://echo.epa.gov/detailed-facility-report?fid=110006778852,FL2160601,"YUKON INDUSTRIES, LTD.",JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,40,2013,"MCL, Monthly (TCR)",20090004987,TCR,2009,2009.0,,N,Y,N,N
257,JACKSONVILLE UNIVERSITY,30.35342,-81.604505,http://echo.epa.gov/detailed-facility-report?fid=110020959177,FL2160568,JACKSONVILLE UNIVERSITY,JACKSONVILLE,FL,Florida,CWS,Community,GW,Medium,3480,2013,CCR Inadequate Reporting,20040000176,CCR,2003,,,N,N,N,Y
258,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2013,"MCL, Average",20120000975,St1 DBP,2012,2012.0,2013.0,N,Y,N,N
259,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2013,Monitoring and Reporting (DBP),20120000296,St1 DBP,2011,2011.0,2013.0,N,N,Y,N
260,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2013,Monitoring and Reporting (DBP),20120000295,St1 DBP,2011,2011.0,2013.0,N,N,Y,N
261,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2011,"Monitoring, Regular",20100001684,Other IOC,2008,2011.0,2013.0,N,N,Y,N
262,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2011,"Monitoring, Regular",20100001683,Other IOC,2008,2011.0,2013.0,N,N,Y,N
263,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2011,"Monitoring, Regular",20100001682,Other IOC,2008,2011.0,2013.0,N,N,Y,N
264,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2011,"Monitoring, Regular",20100001876,Other IOC,2008,2011.0,2013.0,N,N,Y,N
265,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2011,"Monitoring, Regular",20100001877,Other IOC,2008,2011.0,2013.0,N,N,Y,N
266,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2011,"Monitoring, Regular",20100001986,Other IOC,2008,2011.0,2013.0,N,N,Y,N
267,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2011,"Monitoring, Regular",20100002085,Other IOC,2008,2011.0,2013.0,N,N,Y,N
268,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2011,"Monitoring, Regular",20100002169,Other IOC,2008,2011.0,2013.0,N,N,Y,N
269,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2011,"Monitoring, Regular",20100002246,Other IOC,2008,2011.0,2013.0,N,N,Y,N
270,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2011,"Monitoring, Regular",20100002247,Other IOC,2008,2011.0,2013.0,N,N,Y,N
271,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2012,"Monitoring, Regular",20100002346,Other IOC,2008,2011.0,2013.0,N,N,Y,N
272,"YUKON INDUSTRIES, LTD.",30.233340000000002,-81.700313,http://echo.epa.gov/detailed-facility-report?fid=110006778852,FL2160601,"YUKON INDUSTRIES, LTD.",JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,40,2012,"MCL, Monthly (TCR)",20090004987,TCR,2009,2009.0,,N,Y,N,N
273,JACKSONVILLE UNIVERSITY,30.35342,-81.604505,http://echo.epa.gov/detailed-facility-report?fid=110020959177,FL2160568,JACKSONVILLE UNIVERSITY,JACKSONVILLE,FL,Florida,CWS,Community,GW,Medium,3480,2012,CCR Inadequate Reporting,20040000176,CCR,2003,,,N,N,N,Y
274,BRIGHTWOOD MANOR MHP,28.75737,-81.52559000000002,http://echo.epa.gov/detailed-facility-report?fid=110012913311,FL3480114,BRIGHTWOOD MANOR MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,420,2020,CCR Complete Failure to Report,20050000329,CCR,2004,,,N,N,N,Y
275,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2011,"MCL, Average",20080004075,St1 DBP,2008,2008.0,2011.0,N,Y,N,N
276,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2011,"MCL, Average",20070001307,St1 DBP,2007,2007.0,2011.0,N,Y,N,N
277,ZELLWOOD STATION WWTF,28.713272999999997,-81.58319300000002,http://echo.epa.gov/detailed-facility-report?fid=110012912633,FL3481506,ZELLWOOD STATION (CONSEC),ZELLWOOD,FL,Florida,CWS,Community,GW,Small,2571,2011,Follow-up Or Routine LCR Tap M/R,20070007134,LCR,2007,,,N,N,Y,N
278,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2011,"MCL, Average",20090001851,St1 DBP,2009,2009.0,2011.0,N,Y,N,N
279,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2012,"MCL, Average",20120005361,St1 DBP,2012,2012.0,2013.0,N,Y,N,N
280,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2012,"Monitoring, Routine Major (TCR)",20110005650,TCR,2011,2011.0,2013.0,N,N,Y,N
281,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2013,"MCL, Monthly (TCR)",20110003050,TCR,2011,2011.0,2013.0,N,Y,N,N
282,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100002269,VOC,2008,2010.0,2011.0,N,N,Y,N
283,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100002101,VOC,2008,2010.0,2011.0,N,N,Y,N
284,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100002089,Other IOC,2008,2011.0,2011.0,N,N,Y,N
285,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100002088,Other IOC,2008,2011.0,2011.0,N,N,Y,N
286,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100002087,Other IOC,2008,2011.0,2011.0,N,N,Y,N
287,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100002013,VOC,2008,2010.0,2011.0,N,N,Y,N
288,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100002012,VOC,2008,2010.0,2011.0,N,N,Y,N
289,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100002011,VOC,2008,2010.0,2011.0,N,N,Y,N
290,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100001992,Other IOC,2008,2011.0,2011.0,N,N,Y,N
291,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100001991,Other IOC,2008,2011.0,2011.0,N,N,Y,N
292,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,Follow-up Or Routine LCR Tap M/R,20090004586,LCR,2009,,,N,N,Y,N
293,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2016,"MCL, Monthly (TCR)",20150004731,TCR,2015,2015.0,2016.0,N,Y,N,N
294,STUDY ESTATES MHP,30.39957,-81.75395,http://echo.epa.gov/detailed-facility-report?fid=110006778594,FL2160654,STUDY ESTATES MHP,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,52,2012,"Monitoring, Repeat Major (TCR)",20080003480,TCR,2008,2008.0,,N,N,Y,N
295,"YUKON INDUSTRIES, LTD.",30.233340000000002,-81.700313,http://echo.epa.gov/detailed-facility-report?fid=110006778852,FL2160601,"YUKON INDUSTRIES, LTD.",JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,40,2012,CCR Inadequate Reporting,20040000177,CCR,2003,,2013.0,N,N,N,Y
296,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2013,"Monitoring, Regular",20100002347,Arsenic,2008,2011.0,2013.0,N,N,Y,N
297,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2013,"Monitoring, Regular",20100002346,Other IOC,2008,2011.0,2013.0,N,N,Y,N
298,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2012,Failure to Conduct Assessment Monitoring,20120000224,GWR,2012,2012.0,2013.0,N,N,Y,N
299,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2012,Failure to Conduct Assessment Monitoring,20110005570,GWR,2011,2011.0,2013.0,N,N,Y,N
300,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2020,"MCL, Average",20190010904,St2 DBP,2019,2019.0,,N,Y,N,N
301,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2020,"MCL, Average",20200002323,St2 DBP,2020,2020.0,,N,Y,N,N
302,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100002377,VOC,2008,2010.0,2011.0,N,N,Y,N
303,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100002185,VOC,2008,2010.0,2011.0,N,N,Y,N
304,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100002186,VOC,2008,2010.0,2011.0,N,N,Y,N
305,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100002187,VOC,2008,2010.0,2011.0,N,N,Y,N
306,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100002188,VOC,2008,2010.0,2011.0,N,N,Y,N
307,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100002189,VOC,2008,2010.0,2011.0,N,N,Y,N
308,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100002190,VOC,2008,2010.0,2011.0,N,N,Y,N
309,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100002102,VOC,2008,2010.0,2011.0,N,N,Y,N
310,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2015,"MCL, Monthly (TCR)",20150001540,TCR,2015,2015.0,2015.0,N,Y,N,N
311,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2012,"Monitoring, Regular",20100002347,Arsenic,2008,2011.0,2013.0,N,N,Y,N
312,COUNTRY SQUIRE MOBILE HOME PK,28.99248,-81.53888,http://echo.epa.gov/detailed-facility-report?fid=110013195808,FL3350249,COUNTRY SQUIRE MOBILE HOME PK,PAISLEY,FL,Florida,CWS,Community,GW,Very Small,240,2014,"Monitoring, Regular",20140001787,Nitrates,2013,2014.0,2014.0,N,N,Y,N
313,JACKSONVILLE UNIVERSITY,30.35342,-81.604505,http://echo.epa.gov/detailed-facility-report?fid=110020959177,FL2160568,JACKSONVILLE UNIVERSITY,JACKSONVILLE,FL,Florida,CWS,Community,GW,Medium,3480,2020,CCR Inadequate Reporting,20040000176,CCR,2003,,,N,N,N,Y
314,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2020,"MCL, Average",20190010971,St2 DBP,2019,2019.0,,N,Y,N,N
315,ZELLWOOD WATER USERS INC. (2 WPS),28.731023999999998,-81.60426,http://echo.epa.gov/detailed-facility-report?fid=110012912651,FL3481507,ZELLWOOD WATER USERS INC. (2 WPS),ZELLWOOD,FL,Florida,CWS,Community,GW,Small,1257,2012,CCR Complete Failure to Report,20000002976,CCR,2000,,2013.0,N,N,N,Y
316,ZELLWOOD WATER USERS INC. (2 WPS),28.731023999999998,-81.60426,http://echo.epa.gov/detailed-facility-report?fid=110012912651,FL3481507,ZELLWOOD WATER USERS INC. (2 WPS),ZELLWOOD,FL,Florida,CWS,Community,GW,Small,1257,2013,CCR Complete Failure to Report,20000002976,CCR,2000,,2013.0,N,N,N,Y
317,JACKSONVILLE UNIVERSITY,30.35342,-81.604505,http://echo.epa.gov/detailed-facility-report?fid=110020959177,FL2160568,JACKSONVILLE UNIVERSITY,JACKSONVILLE,FL,Florida,CWS,Community,GW,Medium,3480,2019,CCR Inadequate Reporting,20040000176,CCR,2003,,,N,N,N,Y
318,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2020,CCR Complete Failure to Report,20180011613,CCR,2018,,,N,N,N,Y
319,ZELLWOOD STATION WWTF,28.713272999999997,-81.58319300000002,http://echo.epa.gov/detailed-facility-report?fid=110012912633,FL3481506,ZELLWOOD STATION (CONSEC),ZELLWOOD,FL,Florida,CWS,Community,GW,Small,2571,2016,"Monitoring, Routine Major (TCR)",20160005442,TCR,2016,2016.0,2016.0,N,N,Y,N
320,ZELLWOOD STATION WWTF,28.713272999999997,-81.58319300000002,http://echo.epa.gov/detailed-facility-report?fid=110012912633,FL3481506,ZELLWOOD STATION (CONSEC),ZELLWOOD,FL,Florida,CWS,Community,GW,Small,2571,2016,"MCL, Monthly (TCR)",20160003578,TCR,2016,2016.0,2016.0,N,Y,N,N
321,ZELLWOOD STATION WWTF,28.713272999999997,-81.58319300000002,http://echo.epa.gov/detailed-facility-report?fid=110012912633,FL3481506,ZELLWOOD STATION (CONSEC),ZELLWOOD,FL,Florida,CWS,Community,GW,Small,2571,2016,Follow-up Or Routine LCR Tap M/R,20070007134,LCR,2007,,,N,N,Y,N
322,BLACK BEAR RESERVE,28.8781,-81.55634,http://echo.epa.gov/detailed-facility-report?fid=110013196978,FL3354938,BLACK BEAR RESERVE,EUSTIS,FL,Florida,CWS,Community,GW,Small,625,2016,"Monitoring, Routine Major (TCR)",20160006355,TCR,2016,2016.0,,N,N,Y,N
323,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2013,"MCL, Average",20130005233,St1 DBP,2013,2013.0,2013.0,N,Y,N,N
324,BRIGHTWOOD MANOR MHP,28.75737,-81.52559000000002,http://echo.epa.gov/detailed-facility-report?fid=110012913311,FL3480114,BRIGHTWOOD MANOR MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,420,2012,CCR Complete Failure to Report,20050000329,CCR,2004,,,N,N,N,Y
325,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,"MCL, Average",20080008100,St1 DBP,2008,2008.0,,N,Y,N,N
326,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,"MCL, Average",20080008152,St1 DBP,2008,2008.0,,N,Y,N,N
327,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2015,"MCL, Average",20150003739,SOC,2015,2015.0,,N,Y,N,N
328,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2015,"MCL, Monthly (TCR)",20150003716,TCR,2015,2015.0,2015.0,N,Y,N,N
329,ZELLWOOD WATER USERS INC. (2 WPS),28.731023999999998,-81.60426,http://echo.epa.gov/detailed-facility-report?fid=110012912651,FL3481507,ZELLWOOD WATER USERS INC. (2 WPS),ZELLWOOD,FL,Florida,CWS,Community,GW,Small,1257,2011,CCR Complete Failure to Report,20000002976,CCR,2000,,2013.0,N,N,N,Y
330,JACKSONVILLE UNIVERSITY,30.35342,-81.604505,http://echo.epa.gov/detailed-facility-report?fid=110020959177,FL2160568,JACKSONVILLE UNIVERSITY,JACKSONVILLE,FL,Florida,CWS,Community,GW,Medium,3480,2016,"Monitoring, Routine Minor (TCR)",20160006124,TCR,2016,2016.0,2016.0,N,N,Y,N
331,JACKSONVILLE UNIVERSITY,30.35342,-81.604505,http://echo.epa.gov/detailed-facility-report?fid=110020959177,FL2160568,JACKSONVILLE UNIVERSITY,JACKSONVILLE,FL,Florida,CWS,Community,GW,Medium,3480,2016,CCR Inadequate Reporting,20040000176,CCR,2003,,,N,N,N,Y
